params_x,params_y,params_z,params_voltage,user_attrs_top-1
124.0,154.0,0.05,350,-1.0
124.0,154.0,0.05,350,-1.0
124.0,154.0,0.05,350,-1.0
124.0,154.0,0.05,350,-1.0
127.0,151.0,0.15000000000000002,350,0.7578125
127.0,151.0,0.15000000000000002,350,-1.0
120.0,158.0,0.4,350,0.7578125
120.0,158.0,0.4,350,0.7578125
122.0,153.5,0.05,350,0.7578125
122.0,153.5,0.05,350,0.7578125
123.5,154.0,0.05,350,0.7578125
123.5,154.0,0.05,350,0.7578125
122.0,156.0,0.15000000000000002,300,0.7578125
122.0,156.0,0.15000000000000002,300,0.125
122.0,156.0,0.15000000000000002,300,0.7578125
122.0,156.0,0.15000000000000002,300,0.125
122.0,156.0,0.15000000000000002,300,0.125
122.0,156.0,0.15000000000000002,300,0.7578125
122.0,156.0,0.15000000000000002,300,0.7578125
122.0,156.0,0.15000000000000002,300,0.125
122.0,156.0,0.15000000000000002,300,0.7578125
122.0,156.0,0.15000000000000002,300,0.7578125
122.0,156.0,0.15000000000000002,300,0.7578125
122.0,156.0,0.15000000000000002,300,0.7578125
122.0,156.0,0.15000000000000002,300,0.7578125
122.0,156.0,0.15000000000000002,300,0.7578125
124.0,156.0,0.15000000000000002,300,-1.0
124.0,156.0,0.15000000000000002,300,-1.0
124.5,155.0,0.0,350,-1.0
124.5,155.0,0.0,350,-1.0
121.5,157.5,0.25,350,0.7578125
121.5,157.5,0.25,350,0.7578125
124.0,157.5,0.15000000000000002,300,0.7578125
124.0,157.5,0.15000000000000002,300,0.7578125
121.0,155.0,0.25,300,0.7578125
121.0,155.0,0.25,300,0.7578125
127.0,155.5,0.15000000000000002,350,-1.0
127.0,155.5,0.15000000000000002,350,-1.0
126.5,155.5,0.0,250,0.7578125
126.5,155.5,0.0,250,0.7578125
124.0,151.5,0.15000000000000002,350,0.75
124.0,151.5,0.15000000000000002,350,0.7578125
124.0,151.5,0.15000000000000002,350,0.7578125
121.0,156.5,0.05,350,0.7578125
121.0,156.5,0.05,350,0.7578125
126.0,158.5,0.1,250,0.7578125
126.0,158.5,0.1,250,0.7578125
123.0,155.5,0.35000000000000003,300,0.7578125
123.0,155.5,0.35000000000000003,300,0.7578125
118.0,155.0,0.0,350,-1.0
118.0,155.0,0.0,350,-1.0
123.0,148.5,0.4,350,-1.0
123.0,148.5,0.4,350,-1.0
